id,source_document,category,question,reference_answer,chatbot_answer,refusal,citation_count,faithfulness,answer_relevancy,context_precision,context_recall
a486bfddfafc410653110381747c463425bf5f5c,คู่มือนักศึกษา,การลงทะเบียน,ระเบียบการลงทะเบียน,"1.กำหนดวันและวิธีการลงทะเบียน
มหาวิทยาลัยเป็นผู้กำหนดวันและวิธีการลงทะเบียนในแต่ละภาคเรียน หากนักศึกษาไม่ลงทะเบียนตามกำหนด จะ ไม่มีสิทธิ์เข้าสอบกลางภาคและปลายภาค ในภาคเรียนนั้น","ระเบียบการลงทะเบียนเรียนมีรายละเอียดดังนี้:

*   **กำหนดวันและวิธีการลงทะเบียน:** วันและวิธีการลงทะเบียนเรียนในแต่ละภาคเรียนจะเป็นไปตามประกาศของมหาวิทยาลัย
*   **ผลของการไม่ลงทะเบียนตามกำหนด:** หากนักศึกษาไม่ลงทะเบียนตามกำหนด จะไม่มีสิทธิ์เข้าสอบ (กลางภาคและปลายภาค) ในภาคเรียนนั้น
*   **ประเภทของวิชาที่นักศึกษาต้องลงทะเบียน:**
    *   วิชาที่นับหน่วยกิตและนำมาคิดค่าระดับคะแนนเฉลี่ย
    *   วิชาที่ไม่นับหน่วยกิต แต่เป็นวิชาบังคับในหลักสูตร
    *   วิชาที่มหาวิทยาลัยกำหนดให้เรียนหรือฝึกโดยไม่นับหน่วยกิต
    *   วิชาที่มีหน่วยกิต แต่ไม่ให้ค่าระดับคะแนน (หากผลการเรียน/ฝึกเป็นที่พอใจจะได้ S หากไม่พอใจจะได้ U และนับหน่วยกิตสำหรับการจบหลักสูตรแต่ไม่นำไปคิดค่าระดับคะแนนเฉลี่ย)
*   **จำนวนหน่วยกิตที่ต้องลงทะเบียนในภาคการศึกษาปกติ:**
    *   **ตามข้อ 11:**
        *   วิชาปฏิบัติต้องลงทะเบียนให้ครบตามจำนวนหน่วยกิตที่เปิดสอนในภาคการศึกษานั้น
        *   การลงทะเบียนวิชาเรียนทั้งวิชาทฤษฎีและวิชาปฏิบัติเมื่อรวมกันแล้ว ต้องไม่ต่ำกว่า 12 หน่วยกิต และไม่เกิน 24 หน่วยกิต
        *   กรณีจำนวนหน่วยกิตที่เหลือในหลักสูตรมีจำนวนต่ำกว่าที่กำหนด นักศึกษาสามารถลงทะเบียนต่ำกว่าที่กำหนดได้
    *   **ตามข้อ 13:**
        *   วิชาปฏิบัติต้องลงทะเบียนวิชาเรียนให้ครบตามจำนวนหน่วยกิตที่เปิดสอนในภาคการศึกษานั้น
        *   นักศึกษาภาคปกติลงทะเบียนไม่ต่ำกว่า 9 หน่วยกิต แต่ไม่เกิน 22 หน่วยกิต
        *   นักศึกษาภาคค่ำลงทะเบียนไม่ต่ำกว่า 6 หน่วยกิต แต่ไม่เกิน 18 หน่วยกิต
        *   กรณีจำนวนหน่วยกิตที่เหลือในหลักสูตรมีจำนวนต่ำกว่าที่กำหนด นักศึกษาสามารถลงทะเบียนต่ำกว่าที่กำหนดได้
*   **การลงทะเบียนเพื่อรักษาสถานภาพนักศึกษา:**
    *   กรณีที่นักศึกษาไม่มีรายวิชาที่จะลงทะเบียนเรียนในภาคการศึกษาปกติ ต้องดำเนินการขอรักษาสถานภาพนักศึกษาและชำระเงินค่ารักษาสถานภาพภายใน 15 วัน นับตั้งแต่วันเปิดภาคการศึกษา
    *   มิฉะนั้นจะพ้นสภาพการเป็นนักศึกษา
    *   ระยะเวลาที่ขอรักษาสถานภาพจะนับรวมอยู่ในระยะเวลาการศึกษา

คุณต้องการข้อมูลเพิ่มเติมเกี่ยวกับการลงทะเบียนในส่วนใดเป็นพิเศษหรือไม่ เช่น การคำนวณหน่วยกิต หรือระเบียบสำหรับภาคการศึกษาฤดูร้อน?",False,5,0.9142857142857143,0.7131495957898177,0.7499999999625,1.0
a5909c0ae85588ccf9a1e65d08d30143df5c5b80,คู่มือนักศึกษา,การเพิ่มวิชาเรียน,ขอรายละเอียดการเพิ่มวิชาเรียน,"นักศึกษาที่ลงทะเบียนเรียนไว้แล้ว หากประสงค์จะ ขอเพิ่มวิชาเรียน
ให้ดำเนินการได้ ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา สำหรับภาคการศึกษาปกติ
และ ภายในช่วงเวลาที่มหาวิทยาลัยกำหนด ตามปฏิทินการศึกษา","## ข้อมูลที่พบ
*   การขอเพิ่มวิชาเรียนสามารถทำได้ภายใน ๑ สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา การคิดค่าระดับคะแนนเฉลี่ยให้คิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่
*   ตามข้อ ๑๒ การขอเปลี่ยนหรือเพิ่มวิชาเรียนมีรายละเอียดดังนี้:
    *   สำหรับวิชาทฤษฎี: สามารถทำได้ภายใน ๓ สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา
    *   สำหรับวิชาปฏิบัติ: สามารถทำได้ภายใน ๑ สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา
    *   การคิดค่าระดับคะแนนเฉลี่ย: ให้คิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่
*   ตามข้อ ๑๔ การขอเปลี่ยนหรือเพิ่มวิชาเรียน (สำหรับวิชาใดๆ) สามารถทำได้ภายใน ๓ สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา การคิดค่าระดับคะแนนเฉลี่ยให้คิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่

## คำตอบ
การเพิ่มวิชาเรียนมีเงื่อนไขและระยะเวลาที่กำหนดไว้ ดังนี้:

*   **กำหนดเวลา:**
    *   ในข้อมูลหนึ่งระบุว่าการขอเพิ่มวิชาเรียนให้ทำได้ภายใน ๑ สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
    *   ตามข้อ ๑๒ การขอเพิ่มหรือเปลี่ยนวิชาเรียน มีการแบ่งตามประเภทวิชา:
        *   วิชาทฤษฎี: ภายใน ๓ สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
        *   วิชาปฏิบัติ: ภายใน ๑ สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
    *   ตามข้อ ๑๔ การขอเพิ่มหรือเปลี่ยนวิชาเรียน (สำหรับวิชาใดๆ) ให้ทำได้ภายใน ๓ สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา
*   **การคิดค่าระดับคะแนนเฉลี่ย:** จะคิดแต่เฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่เท่านั้น

## คำถามแนะนำต่อ
*   ต้องการสอบถามเกี่ยวกับขั้นตอนการขอเพิ่มวิชาเรียนหรือไม่?
*   มีข้อสงสัยเกี่ยวกับความแตกต่างของระยะเวลาการเพิ่มวิชาเรียนที่ระบุในแต่ละข้อกำหนดหรือไม่?
*   ต้องการทราบรายละเอียดเกี่ยวกับการเพิ่มวิชาเรียนประเภทอื่น ๆ เช่น วิชาที่ไม่นับหน่วยกิต หรือวิชาโครงงานพิเศษหรือไม่?",False,5,1.0,0.755518105563464,0.499999999975,0.5
b5276c9b39331ce63b573ecb3780dea686afd016,คู่มือนักศึกษา,การเปลี่ยนตอนเรียน,ขอข้อมูลการการเปลี่ยนตอนเรียนหน่อย,"นักศึกษาที่ลงทะเบียนเรียนรายวิชาไว้แล้ว หากประสงค์จะ ขอเปลี่ยนตอนเรียน
สามารถดำเนินการได้ ภายใน 3 สัปดาห์ นับตั้งแต่วันเปิดภาคการศึกษา สำหรับ ภาคการศึกษาปกติ","สำหรับการเปลี่ยนวิชาเรียน (ซึ่งอาจหมายรวมถึงการเปลี่ยนตอนเรียน) นักศึกษาสามารถดำเนินการได้ภายใน 3 สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา โดยการคิดค่าระดับคะแนนเฉลี่ยจะคิดเฉพาะหน่วยกิตของวิชาที่เลือกเรียนใหม่เท่านั้น

หากต้องการข้อมูลเพิ่มเติม เช่น ขั้นตอนการเปลี่ยน หรือเงื่อนไขอื่นๆ ที่เฉพาะเจาะจง กรุณาระบุคำถามให้ละเอียดขึ้นได้เลยค่ะ",False,2,0.42857142857142855,0.8009522988953871,0.9999999999,1.0
f1d8cb436fea24d44314cff7a51a116fb46fe926,คู่มือนักศึกษา,การถอนวิชาเรียน,ฉันต้องการถอนวิชาเรียนทำได้ไหม ต้องทำอะไรบ้าง,"ภาคการศึกษาปกติ นักศึกษาสามารถถอนวิชาเรียนได้ ภายใน 12 สัปดาห์ นับตั้งแต่ วันเปิดภาคการศึกษา
ภาคการศึกษาฤดูร้อน
นักศึกษาสามารถถอนวิชาเรียนได้ ภายใน 2 สัปดาห์
นับตั้งแต่ วันเปิดภาคการศึกษา","คุณสามารถถอนวิชาเรียนได้ โดยมีเงื่อนไขและขั้นตอนดังนี้

**1. ระยะเวลาการถอนวิชาเรียนปกติ**
*   สำหรับภาคการศึกษาปกติ: ถอนได้ภายใน 12 สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา
*   สำหรับภาคการศึกษาฤดูร้อน: ถอนได้ภายใน 2 สัปดาห์นับตั้งแต่วันเปิดภาคการศึกษา
*   หากถอนวิชาเรียนเมื่อพ้นกำหนดดังกล่าว คุณจะได้รับเกรด W

**2. การยื่นคำร้องขอถอนรายวิชาเรียนล่าช้า**
หากคุณไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด และมีสาเหตุอันเหมาะสม คุณสามารถยื่นคำร้องขอถอนรายวิชาเรียนล่าช้าได้ โดยต้องผ่านการพิจารณาเห็นชอบจากภาควิชาฯ และจะได้รับผลการเรียนเป็น W โดยมีขั้นตอนดังนี้:

**ก) คุณสมบัติของนักศึกษา**
*   มีสาเหตุอันเหมาะสม และไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด
*   ผ่านการพิจารณาเห็นชอบจากภาควิชาฯ

**ข) เอกสารที่ต้องแนบ**
*   คำร้องทั่วไป
*   บัตรถอนวิชาเรียน (ต้องมีการลงนามของผู้สอนและอาจารย์ที่ปรึกษาให้ครบถ้วน)
*   เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี) เช่น หลักฐานการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนด แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัยฯ

**ค) ขั้นตอนการปฏิบัติ**
1.  นักศึกษาเขียนคำร้องทั่วไปพร้อมระบุเหตุผลการขอถอนรายวิชาเรียนล่าช้าให้ครบถ้วนสมบูรณ์ และต้องผ่านความเห็นชอบและการลงนามของอาจารย์ที่ปรึกษา
2.  นักศึกษาดำเนินการส่งคำร้องกับเจ้าหน้าที่ภาควิชาฯ
3.  เจ้าหน้าที่ภาควิชาฯ บันทึกข้อมูลและนำเสนอหัวหน้าภาควิชาฯ เพื่อขออนุมัติ
4.  หากหัวหน้าภาควิชาฯ พิจารณาอนุมัติ ภาควิชาฯ จะนำเสนอคำร้องฯ ต่องานบริการวิชาการเพื่อขออนุมัติจากรองคณบดีฝ่ายวิชาการ
5.  คำร้องที่อนุมัติจากงานบริการวิชาการคณะฯ จะนำส่งงานทะเบียนมหาวิทยาลัยฯ และส่งผลสรุปการพิจารณาคำร้องกลับคืนภาควิชาฯ
6.  เจ้าหน้าที่ภาควิชาฯ แจ้งผลการพิจารณาคำร้องให้นักศึกษารับทราบ

หากต้องการทราบวันสุดท้ายของการถอนวิชาเรียนสำหรับภาคการศึกษาปัจจุบันโดยไม่นำหน่วยกิตมาคิดค่าระดับคะแนนเฉลี่ย โปรดสอบถามเพิ่มเติมให้เจาะจงภาคการศึกษาค่ะ",False,4,0.9411764705882353,0.8230898511033194,0.9999999999,1.0
8286f150c8148224904620827cf15a798573a6d6,คู่มือนักศึกษา,การตรวจผลการเรียน,จะรู้ผลการเรียนได้เมื่อไหร่,ให้ติดตามปฏิทินการศึกษาและจะประกาศผลการศึกษา (ผ่านระบบสารสนเทศเพื่องานทะเบียนนักศึกษา),"คุณจะสามารถทราบผลการเรียนได้ตามกำหนดการดังนี้:

*   **ภาคเรียนที่ 1/2568:**
    *   วันแจ้งผลการศึกษาของคณะ/วิทยาลัย: จันทร์ที่ 10 พฤศจิกายน 2568
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: ศุกร์ที่ 14 พฤศจิกายน 2568

*   **ภาคเรียนที่ 2/2568:**
    *   วันแจ้งผลการศึกษาของคณะ/วิทยาลัย: ศุกร์ที่ 10 เมษายน 2569
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: ศุกร์ที่ 24 เมษายน 2569

*   **ภาคฤดูร้อน/2568:**
    *   วันแจ้งผลการศึกษาของคณะ/วิทยาลัย: พุธที่ 10 มิถุนายน 2569
    *   วันประกาศผลการศึกษาของระบบสารสนเทศเพื่องานทะเบียนนักศึกษา: ศุกร์ที่ 19 มิถุนายน 2569

หากคุณต้องการข้อมูลผลการเรียนสำหรับภาคเรียนใดโดยเฉพาะ สามารถระบุภาคเรียนที่ต้องการทราบได้เลย",False,4,1.0,0.7740791436478951,0.999999999975,0.5
9253bc66cb96a4d8ebde37f53bb43ab1c2f9f004,คู่มือนักศึกษา,การเพิ่มวิชาเรียนล่าช้า,การเพิ่มวิชาเรียนล่าช้ามีรายละเอียดอย่างไรบ้าง,การลงทะเบียนเรียนล่าช้ากว่ากำหนดต้องชำระค่าปรับตามที่มหาวิทยาลัยกำหนด,ไม่พบข้อมูลที่เกี่ยวข้องเพียงพอในเอกสารที่ให้มา กรุณาระบุคำถามให้เฉพาะเจาะจงขึ้น,True,5,0.0,0.0,0.0,0.0
4e59d2cd565c0f8efc9a057ea6ca7b686a1c9baf,คู่มือนักศึกษา,การถอนวิชาเรียนล่าช้า,การถอนวิชาเรียนล่าช้า จะได้รับผลการเรียนเป็นยังไง,"นักศึกษาสามารถถอนวิชาเรียนได้ ภายในระยะเวลาที่กำหนด ภาคการศึกษาปกติ: ภายใน 12 สัปดาห์ นับจากวันเปิดภาคการศึกษา ภาคฤดูร้อน: ภายใน 2 สัปดาห์ นับจากวันเปิดภาคการศึกษา

กรณีถอนวิชาเรียนเมื่อพ้นกำหนดเวลา
➜ นักศึกษาจะได้รับ อักษร W (Withdrawal) ในรายวิชานั้น",การถอนวิชาเรียนล่าช้า จะได้รับผลการเรียนเป็น W (Withdrawal) ซึ่งหมายถึงการขอถอนวิชาเรียนหลังกำหนด,False,3,1.0,0.7840991409667445,0.9999999999666667,1.0
63b7262cafee4cd0ec404abb492d6a0328ef93eb,คู่มือนักศึกษา,การถอนวิชาเรียนล่าช้ากรณีพิเศษ,การถอนวิชาเรียนล่าช้ากรณีพิเศษต้องทำยังไงบ้าง,"หากนักศึกษามีเหตุผลความจำเป็นอันสมควรที่ไม่สามารถถอนรายวิชาได้ทันตามกำหนด (ภายใน 12 สัปดาห์สำหรับภาคปกติ หรือ 2 สัปดาห์สำหรับภาคฤดูร้อน) สามารถยื่นคำร้องได้โดยต้องปฏิบัติตามขั้นตอนดังนี้,,:
• คุณสมบัติ: ต้องมีสาเหตุอันเหมาะสม และต้องผ่านการพิจารณาเห็นชอบจากภาควิชา
• เอกสารที่ต้องใช้:
    1. คำร้องทั่วไป (ระบุเหตุผลการขอถอนล่าช้าให้ครบถ้วน)
    2. บัตรถอนวิชาเรียน (ต้องมีลายมือชื่ออาจารย์ผู้สอนและอาจารย์ที่ปรึกษาครบถ้วน)
    3. เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี)
• ขั้นตอนการปฏิบัติ:
    1. นักศึกษาเขียนคำร้องทั่วไป ระบุเหตุผล และต้องผ่านความเห็นชอบพร้อมลงนามจาก อาจารย์ที่ปรึกษา
    2. ส่งคำร้องที่เจ้าหน้าที่ภาควิชา เพื่อบันทึกข้อมูลและเสนอ หัวหน้าภาควิชา อนุมัติ
    3. หากหัวหน้าภาควิชาอนุมัติ เรื่องจะถูกส่งไปยังงานบริการวิชาการเพื่อขออนุมัติจาก รองคณบดีฝ่ายวิชาการ
    4. เมื่อได้รับอนุมัติแล้ว งานบริการวิชาการจะส่งเรื่องไปยังงานทะเบียนของมหาวิทยาลัย
    5. เจ้าหน้าที่ภาควิชาจะแจ้งผลการพิจารณาให้นักศึกษาทราบ
• ผลการเรียน: รายวิชาที่ได้รับการอนุมัติให้ถอนล่าช้า จะได้รับผลการเรียนเป็น W","หากต้องการยื่นคำร้องขอถอนรายวิชาเรียนล่าช้า มีรายละเอียดดังนี้

**ก) คุณสมบัติของนักศึกษา**
*   นักศึกษามีสาเหตุอันเหมาะสม และไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด
*   ต้องผ่านการพิจารณาเห็นชอบจากภาควิชาฯ

**ข) เอกสารที่ต้องแนบ**
*   คำร้องทั่วไป
*   บัตรถอนวิชาเรียน (ต้องมีการลงนามของผู้สอนและอาจารย์ที่ปรึกษาให้ครบถ้วน)
*   เอกสาร/หลักฐานอื่นๆ เพื่อประกอบการพิจารณา (ถ้ามี) เช่น หลักฐานการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนด แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัยฯ

**ค) ขั้นตอนการปฏิบัติ**
1.  นักศึกษาเขียนคำร้องทั่วไปพร้อมระบุเหตุผลการขอถอนรายวิชาเรียนล่าช้าให้ครบถ้วนสมบูรณ์ โดยต้องมีคุณสมบัติตามเกณฑ์ข้างต้น และต้องผ่านความเห็นชอบและการลงนามของอาจารย์ที่ปรึกษา
2.  นักศึกษาดำเนินการส่งคำร้องกับเจ้าหน้าที่ภาควิชาฯ
3.  เจ้าหน้าที่ภาควิชาฯ บันทึกข้อมูลและนำเสนอหัวหน้าภาควิชาฯ เพื่อขออนุมัติ
4.  หากหัวหน้าภาควิชาฯ พิจารณาอนุมัติ ภาควิชาฯ จะนำเสนอคำร้องฯ ต่องานบริการวิชาการเพื่อขออนุมัติจากรองคณบดีฝ่ายวิชาการ
5.  คำร้องที่อนุมัติงานบริการวิชาการคณะฯ จะนำส่งงานทะเบียนมหาวิทยาลัยฯ และส่งผลสรุปการพิจารณาคำร้องกลับคืนภาควิชาฯ
6.  เจ้าหน้าที่ภาควิชาฯ แจ้งผลการพิจารณาคำร้องให้นักศึกษารับทราบ

**ง) ผลการเรียน**
*   ผลการเรียนในรายวิชาที่ถอนฯ ล่าช้า จะได้รับผลการเรียน W

หากต้องการข้อมูลเพิ่มเติมเกี่ยวกับเงื่อนไข หรือมีข้อสงสัยเกี่ยวกับกระบวนการนี้ สามารถระบุคำถามให้เฉพาะเจาะจงได้",False,2,0.9285714285714286,0.819177606565153,0.99999999995,0.9090909090909091
e97d2c125c52980e3af10d4dc9fcbd7dc585a9cc,คู่มือนักศึกษา,การถอนรายวิชาผิดพลาด,การถอนรายวิชาผิดพลาดมีรายละเอียดยังไงบ้าง,"ในกรณีที่นักศึกษาได้ดำเนินการถอนรายวิชาแล้วแต่เกิดข้อผิดพลาด (เช่น ถอนในระบบแล้วแต่ไม่สมบูรณ์ หรือระบบขัดข้อง) ให้ดำเนินการในลักษณะเดียวกับ การถอนวิชาเรียนล่าช้า โดยมีรายละเอียดเพิ่มเติมคือ:
• เงื่อนไข: ใช้สำหรับกรณีที่นักศึกษาได้ทำการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนดแล้ว แต่เกิดความผิดพลาดจากระบบของมหาวิทยาลัย
• สิ่งที่ต้องทำ: ให้ยื่นคำร้องขอถอนวิชาเรียนล่าช้าตามขั้นตอนข้างต้น แต่ในส่วนของเอกสารแนบ ต้องแนบหลักฐาน ที่แสดงว่าได้ทำการถอนรายวิชาภายในระยะเวลาที่กำหนด หรือหลักฐานความผิดพลาดจากระบบ เพื่อประกอบการพิจารณาด้วย","การถอนรายวิชาผิดพลาดมีการกล่าวถึงในบริบทของการยื่นคำร้องขอถอนรายวิชาเรียนล่าช้า โดยมีรายละเอียดดังนี้

หากนักศึกษาไม่สามารถถอนรายวิชาเรียนได้ทันตามระยะเวลาที่มหาวิทยาลัยกำหนด และสาเหตุเกิดจากความผิดพลาดจากระบบของมหาวิทยาลัยฯ นักศึกษาสามารถแนบหลักฐานการถอนรายวิชาเรียนภายในระยะเวลาที่กำหนดที่เกิดจากความผิดพลาดดังกล่าว เพื่อประกอบการพิจารณาคำร้องขอถอนรายวิชาเรียนล่าช้าได้

หากคุณต้องการทราบข้อมูลเกี่ยวกับขั้นตอนการยื่นคำร้องขอถอนรายวิชาเรียนล่าช้า หรือคุณสมบัติของนักศึกษา สามารถสอบถามเพิ่มเติมได้",False,2,0.7272727272727273,0.76128252086163,0.9999999999,1.0
97d2eb267d71658db167ba592fb3f09e44283c50,คู่มือนักศึกษา,ปฎิทินการลงทะเบียน,ขอทราบปฎิทินการลงทะเบียนหน่อย,"ภาคเรียนที่ 1/2568
วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 23 มิถุนายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันแรกของการลงทะเบียน / รักษาสภาพ (มีค่าปรับหากล่าช้า)
▶️ จันทร์ที่ 23 มิถุนายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการลงทะเบียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
▶️ จันทร์ที่ 7 กรกฎาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการเพิ่ม / เปลี่ยนตอนวิชาเรียน
▶️ อังคารที่ 22 กรกฎาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการถอนวิชาเรียนโดยไม่นำหน่วยกิตมาคิดเกรดเฉลี่ย
▶️ จันทร์ที่ 15 กันยายน 2568
ภาคเรียนที่ 2/2568

วันพบอาจารย์ที่ปรึกษา และลงทะเบียน พร้อมชำระเงิน
▶️ จันทร์ที่ 17 พฤศจิกายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 24 พฤศจิกายน 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการลงทะเบียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
▶️ จันทร์ที่ 8 ธันวาคม 2568 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการเพิ่ม / เปลี่ยนตอนวิชาเรียน
▶️ อังคารที่ 23 ธันวาคม 2568
ภาคฤดูร้อน ปีการศึกษา 2568

วันเปิดภาคการศึกษาและเริ่มเรียน
▶️ จันทร์ที่ 20 พฤษภาคม 2569 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันสุดท้ายของการถอนวิชาเรียน
▶️ จันทร์ที่ 4 พฤษภาคม 2569 

ชุดข้อมูลที่ 5 คู่มือนักศึกษา ป…

วันประกาศผลการศึกษาภาคฤดูร้อน
▶️ อังคารที่ 7 กรกฎาคม 2569","ปฏิทินการลงทะเบียนสำหรับปีการศึกษา 2568 มีดังนี้

**ภาค 1 ปีการศึกษา 2568**

*   **จันทร์ที่ 23 มิถุนายน 2568**
    *   วันแรกของการลงทะเบียนและรักษาสภาพล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันแรกของการเพิ่ม เปลี่ยนตอน และถอนวิชาเรียน
    *   วันแรกของการรักษาสภาพนักศึกษา กรณีขอลาพักการศึกษาระดับปริญญาตรี เมื่อมิได้ลงทะเบียนรับเรียน
    *   วันแรกของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 7 กรกฎาคม 2568**
    *   วันสุดท้ายของการลงทะเบียนเรียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันสุดท้ายของการลงทะเบียนรักษาสภาพนักศึกษาและลาพักการศึกษา กรณีมิได้ลงทะเบียนวิชาเรียน
    *   วันสุดท้ายของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 14 กรกฎาคม 2568**
    *   วันสุดท้ายของการเพิ่ม เปลี่ยนตอนวิชาเรียน

**ภาค 2 ปีการศึกษา 2568**

*   **จันทร์ที่ 17 พฤศจิกายน 2568**
    *   วันพบอาจารย์ที่ปรึกษาตามเวลาที่อาจารย์กำหนดและลงทะเบียนเรียน พร้อมชำระเงิน
    *   นักศึกษาระดับปริญญาตรี/ปริญญาโท/ปริญญาเอก ชั้นปีที่ 1 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 68) ลงทะเบียน
*   **18 พฤศจิกายน 2568**
    *   นักศึกษาระดับปริญญาตรี/ปริญญาโท/ปริญญาเอก ชั้นปีที่ 2 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 67) ลงทะเบียน
*   **19 พฤศจิกายน 2568**
    *   นักศึกษาระดับปริญญาตรี/ปริญญาโท/ปริญญาเอก ชั้นปีที่ 3 (เลขประจำตัวนักศึกษาขึ้นต้นด้วย 66) ลงทะเบียน
*   **วันจันทร์ที่ 24 พฤศจิกายน 2568**
    *   วันแรกของการลงทะเบียนและรักษาสภาพล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันแรกของการเพิ่ม เปลี่ยนตอน และถอนวิชาเรียน
    *   วันแรกของการรักษาสภาพบัณฑิตศึกษา กรณีขอลาพักการศึกษา เมื่อมิได้ลงทะเบียนรับวิชาเรียน
    *   วันแรกของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 8 ธันวาคม 2568**
    *   วันสุดท้ายของการลงทะเบียนเรียนล่าช้ากว่ากำหนด (ต้องชำระค่าปรับ)
    *   วันสุดท้ายของการลงทะเบียนรักษาสภาพนักศึกษาและลาพักการศึกษา กรณีมิได้ลงทะเบียนวิชาเรียน
    *   วันสุดท้ายของการขอโอนรายวิชาระดับปริญญาตรี
*   **จันทร์ที่ 15 ธันวาคม 2569**
    *   วันสุดท้ายของการเพิ่ม เปลี่ยนตอนวิชาเรียน

หากต้องการทราบข้อมูลปฏิทินเกี่ยวกับกิจกรรมอื่น ๆ หรือมีคำถามเฉพาะเจาะจงเกี่ยวกับปฏิทินการศึกษา สามารถสอบถามเพิ่มเติมได้",False,5,0.9166666666666666,0.8246836670426023,0.94999999997625,0.5
